,valence,text,,,,,
2845,,"Mine damer og herrer , når vi taler om konsekvenserne af sådanne ulykker og et sådant uvejr , drejer det sig ikke bare om økologiske og kulturhistoriske skader .",,,,,
2846,,"Man taler også , og det vil jeg også gøre , når det gælder konsekvenserne af stormen og olieforureningen , om mænd og kvinder , som fru Loyola de Palacio sagde for et øjeblik siden , og om familier , der , og det kan jeg bevidne , reelt er dybt traumatiserede , sårede , døde , modløse og de svageste af dem desperate .",,,,,
2847,,"Jeg er glad for , at der her i dag gives udtryk for en EU-solidaritet , og at denne solidaritet omsættes til ord i form af en moralsk støtte , men den er først og fremmest human .",,,,,
2848,,"Det er denne solidaritet , jeg vil give udtryk for på hele kollegiets vegne og især i kollegiet på vegne af mine kolleger , der hverken glemmer deres rødder eller deres statsborgerskab , det gælder Franz Fischler for Østrig , Michela Schreyer og Günther Verheugen for Tyskland samt Pascal Lamy og jeg selv for Frankrig .",,,,,
2849,,"Dette udtryk vil gå hånd i hånd med den solidaritet , de nationale myndigheder i disse lande allerede har markeret gennem den formidable udbredelse af generøsitet og den frivillige indsats , der er blevet ydet .",,,,,
2850,,"Og når vi nu taler om EU , vil jeg også tage hatten af for spontaniteten og for alle de frivillige fra de offentlige serviceorganer for el , telefon , brand- og vejvæsen , der kom fra hele Europa , for at hjælpe spontant her med at genetablere trafikken , andre med elektriciteten og telefonen .",,,,,
2851,,"Mine damer og herrer , det er ikke længere siden end i går eller forgårs , at nogle familier fik telefonen og elektriciteten tilbage i visse franske regioner .",,,,,
2852,,"På opfordring fra formanden , Romano Prodi , har Kommissionen haft den første meningsudveksling , en diskussion under sit første møde i år , om hele dette spørgsmål , og jeg vil nu , som formanden har bedt os om , fortælle Dem om det arbejdsresultat , vi er nået frem til i søgningen efter alle de svar , Unionen kan give inden for reglerne og budgettet - efter at have udtrykt sin menneskelige og moralske solidaritet - om en genopbygningsplan for det , der er blevet ramt inden for rammerne af den økonomiske , sociale og kulturelle arv .",,,,,
2853,,"Mine damer og herrer , Kommissionen vil således mobilisere alle de instrumenter , den råder over , for at hjælpe de berørte medlemsstater med denne genopbygning og yde den hjælp , den kan , til ramte personer og virksomheder for at ledsage og supplere den støtte og hjælp , der allerede er blevet besluttet af de nationale og regionale myndigheder .",,,,,
2854,,"De ved , at Kommissionen råder over adskillige instrumenter og redskaber , der kan yde en hjælp i denne genopretnings- og genopbygningsindsats , og vi regner med at anvende alle disse instrumenter med den samme vilje , som Loyala de Palacio gav udtryk for , da hun talte om , hvilke konsekvenser man kan drage af Erika-katastrofen .",,,,,
2855,,"Hvad angår strukturpolitikken , vil jeg personligt undersøge , hvordan de beslutninger , der er ved at blive taget for den nye generation af strategier for den økonomiske udvikling , og som vil gælde for de kommende syv år , kan blive anvendt , og hvordan budgetrammerne , der allerede er lagt , især for regionerne , der befinder sig i en landlig , industriel eller bymæssig omstilling , og for fiskeriregionerne , det vil sige alle de regioner , der er dækket af mål 2 , kan tjene denne genopbygning .",,,,,
2856,,Områderne under mål 2 er blevet fastlagt af Kommissionen efter rådføring med de forskellige regeringer .,,,,,
2857,,"For Tyskland blev Kommissionens beslutning taget i december , og det er først i dag , at Kommissionen har fastlagt kortet for mål 2 , ikke kun for Luxembourg og Sverige , men også for Frankrig og Østrig .",,,,,
2858,,"Hvad angår Frankrig , hvor skaderne objektivt set er de mest alvorlige , er de samlede disponible kreditter for det nye mål 2 på 5,4 milliarder euro for perioden 2000-2006 .",,,,,
2859,,"En første analyse foretaget af Kommissionens tjenestegrene viser , at på grundlag af en økonomisk tildeling fastlagt i forhold til den støtteberettigede befolkning kan 70 % af de befolkningsgrupper , der er berørt af stormen , modtage støtte under mål 2 .",,,,,
2860,,De 69 katastroferamte franske departementer kan således modtage ca .,,,,,
2861,,"4,1 milliarder euro fordelt over de kommende syv år .",,,,,
2862,,For Tyskland og Østrig er de tilsvarende samlede beløb henholdsvis 3 milliarder euro og 600 millioner euro .,,,,,
2863,,"Jeg skal endvidere minde om , ærede parlamentsmedlemmer , at de katastroferamte områder , der ikke optræder på dette nye kort - og dem er der desværre nogle af - og som ikke falder ind under mål 2 , men som var støtteberettigede under det tidligere mål 2 og mål 5b , også kan få adgang til de bevillinger , der er disponible for den nye programperiode i form af støtte i overgangsperioden .",,,,,
2864,,"Jeg ønsker således at angive på den mest klare måde , at strukturbevillingerne i store træk kan bidrage til den økonomiske genopretning af de katastroferamte områder .",,,,,
2865,,"Det drejer sig helt klart ikke om nødhjælp - De ved jo i øvrigt ganske udmærket , at de beskedne disponible bevillinger på EU ' s budget til nødhjælp blev fjernet for to år siden - det drejer sig om at komme tilbage til det tidligere niveau , en bæredygtig genopretning inden for rammerne af de programmer , der er under udarbejdelse , og det er efter min mening det vigtigste .",,,,,
2866,,"Programlægningen af aktiviteter og valget af prioriteter er , som De ved , decentraliseret til hver enkelt stat , og den enkelte regering skal altså under de vilkår , jeg netop lige har beskrevet , fastlægge sine prioriteter og foretage sine valg .",,,,,
2867,,Sandsynligvis nye prioriteter for at tage højde for konsekvenserne af denne storm eller olieforureningen .,,,,,
2868,,"Det er op til regeringerne i de berørte lande at fordele den økonomiske EU-støtte mellem de forskellige regioner , der er støtteberettigede under strukturfondene , og dermed foreslå Kommissionen planer for aktiviteter , der kan udføres i områderne .",,,,,
2869,,"Men som eksempel og for at være mere konkret vil jeg nævne , at alle disse programmer i de katastroferamte regioner kan finansiere genopbygningen af den historiske og kulturelle arv , de økonomiske aktivitetsområder , industri- og håndværkszonerne , det nødvendige vejarbejde med primærmaterialer og industriprodukter , infrastrukturer i havne , handels- og lystbådehavne , infrastrukturer i lufthavne , der har interesse for forretningsrejser eller turisme , produktive industriinvesteringer , støtte til virksomheder , historisk og kulturel arv af turistmæssig interesse i samt uddannelse af personale kvalificeret inden for Den Europæiske Socialfond .",,,,,
2870,,"Kommissionen er altså totalt disponibel for enhver medlemsstat med hensyn til at justere denne programlægning eller fordele den på en bedre eller mere effektiv måde , og jeg vil gerne understrege , at dette også gælder for dem , der har lidt under virkningerne af andre storme i begyndelsen af december måned i Danmark , Det Forenede Kongerige og i Sverige .",,,,,
2871,,"Jeg ved , at Parlamentet i den forbindelse den 16. december vedtog en tidligere beslutning .",,,,,
2872,,"Lad mig sige , at dette også gælder for Grækenland , for jeg har været der to gange , i forbindelse med konsekvenserne af jordskælvet i begyndelsen af september og mål 1 under Samhørighedsfonden .",,,,,
2873,,"Mine damer og herrer , min kollega Franz Fischler følger den samme metode for udvikling af landdistrikterne .",,,,,
2874,,"Efter reformen af den fælles landbrugspolitik , som De godkendte i Parlamentet sidste år , kan foranstaltninger til udvikling af landdistrikterne for første gang samfinansieres i samtlige Unionens landdistrikter gennem Den Europæiske Udviklings- og Garantifond for Landbruget .",,,,,
2875,,"Frankrig vil således modtage 760 millioner euro om året , Tyskland 700 millioner euro og Østrig 423 millioner euro .",,,,,
2876,,"Denne støtte er disponibel for de katastroferamte regioner , uden at der gælder nogen områdebinding , som jeg er nødt til at anvende for mål 2 .",,,,,
2877,,"Blandt de foranstaltninger , der er støtteberettigede under EUGFL ' s garantisektion , vil jeg nævne genopretning af potentiale for beskadiget land- og skovbrugsproduktion , genskabelse af skove , infrastrukturer for vejvæsenet i landdistrikter , infrastrukturer til forebyggelse og beskyttelse såsom diger og alarmsystemer .",,,,,
2878,,"I den forbindelse er det formentlig mest specifikke område træindustrien , der er blevet særlig ramt af disse storme , og som vi vil være meget opmærksomme på , såvel ud fra et økonomisk som et miljømæssigt synspunkt .",,,,,
2879,,"Jeg skal her sige , at der kan tildeles EU-støtte via EUGFL til oplagring af træ .",,,,,
2880,,"I øvrigt hvad angår fiskeriet , er det ligeledes muligt at mobilisere strukturinstrumenter til samfinansiering .",,,,,
2881,,Frankrig har på denne måde adgang til 225 millioner i perioden 2000-2006 .,,,,,
2882,,EU-støtten kan således bidrage til at yde en godtgørelse til fiskere og bådejere under et midlertidigt stop i deres aktiviteter i tilfælde af uforudsigelige begivenheder af en maksimal varighed på to måneder om året .,,,,,
2883,,"Støtte fra det finansielle instrument til udvikling af fiskeriet , FIUF , er også mulig og anvendelig til klassiske investeringsprojekter .",,,,,
2884,,"Jeg tænker på udstyr til akvakultur , kollektivt udstyr , omlægning , forvaltning af akvakulturområder , udstyr til fiskerihavne og modernisering af skibe , og jeg beskæftiger mig fra nu af med disse spørgsmål sammen med Franz Fischler .",,,,,
2885,,"Endelig understreger Kommissionen , at statsstøtte til at udbedre skader forvoldt af naturulykker eller af andre ekstraordinære begivenheder kan - naturligvis efter rådføring med min kollega Mario Montis tjenestegrene - blive betragtet som forenelige med det fælles marked , og den vil dermed under disse vilkår blive tiltrådt af Kommissionen .",,,,,
2886,,"Det er således allerede fra nu af muligt at indlede forskellige aktiviteter , f.eks. på energiområdet under programmet for transeuropæiske energinetværk .",,,,,
2887,,"Jeg ved godt , at der er mange tekniske problemer , når vi taler om transport af energi , især for transport af energi under meget høj spænding .",,,,,
2888,,"Men når jeg tænker tilbage på min periode som Frankrigs miljøminister for ganske kort tid siden , hvor jeg kæmpede for nedgravning af kabler , vil jeg minde om , som en af Dem sagde for lidt siden , at det på dette område som på andre er langt billigere at forebygge end at helbrede .",,,,,
2889,,"Jeg vil altså ønske , at medlemsstaterne , når det er teknisk muligt , fremmer nedgravning af telegraf- , telefon- og elkabler , og at man ansporer dem til det .",,,,,
2890,,"Det var , mine damer og herrer , præsentationen af de EU-instrumenter , hvor der er en lang række muligheder for meget konkrete indgreb .",,,,,
2891,,EU gør ikke og kan ikke gøre alt .,,,,,
2892,,"Men den kan gøre meget på betingelse af , at man forstår at mobilisere disse instrumenter , at De lærer dem at kende , og at medlemsstaterne oven på disse storme kan definere deres prioriteter og foretage deres valg .",,,,,
2893,,"Det er derfor meget vigtigt , at De i Parlamentet , ligesom Kommissionen , formidler disse oplysninger og denne konkrete meddelelse om solidaritet videre til alle berørte parter og til alle berørte og ramte personer .",,,,,
2894,,"Jeg selv , mine damer og herrer , vil bestræbe mig på at gøre det fra og med denne uge , og jeg rejser i overmorgen til to franske departementer , der er særlig hårdt ramt af stormen : la Charente-Maritime , der er ramt af såvel orkanen som olieforureningen , og la Creuse .",,,,,
2895,,Jeg vil endvidere fremlægge beslutningen fra i dag angående mål 2 .,,,,,
2896,,"I morgen vil min kollega , Michaele Schreyer , aflægge besøg i en af de hårdest katastroferamte tyske regioner , Schwarzwald , i delstaten Baden-Würtemberg .",,,,,
2897,,"Idet jeg takker Dem for Deres forståelse , vil jeg , hr. formand , slutte dette indlæg med at nævne et emne , der ligger mig meget på sinde , og som er en af de erfaringer , vi kan drage af disse katastrofer , der ikke alle er naturlige , men ofte .",,,,,
2898,,"Vi er overbeviste om , at sådanne katastrofer styrker behovet i Unionen for en bedre koordination af de midler , der findes i hver enkelt stat til reparationer , nødhjælp og civilbeskyttelse .",,,,,
2899,,Kommissionen råder allerede over en koordinationsgruppe for civilbeskyttelse under min kollega Margot Wallströms ansvarsområde .,,,,,
2900,,"Denne gruppe fungerede i øvrigt godt , da det gjaldt om at tage kampen op imod olieforureningen , at finde både , beskyttelse for strandene og maskiner til , i det omfang det var muligt , at rense olieforurenede fugle .",,,,,
2901,,"Midlerne fra 11 EU-lande blev mobiliseret her , hvilket man undertiden overser , og hvilket begrunder , at jeg ønskede at lette på hatten for denne spontane solidaritet fra alle EU ' s lande .",,,,,
2902,,"Jeg mener i øvrigt , det er nødvendigt at gå endnu længere .",,,,,
2903,,"Formanden , Prodi , Margot Wallström og jeg selv er overbeviste om , at det er nødvendigt under en mere systematisk form at udvikle en EU-aktionskapacitet , der støtter sig til de eksisterende nationale ordninger og specialgrupper - brandmænd , vaccinations- og civilbeskyttelseshold , førerhunde ved sneskred , og jeg kunne blive ved - hvor medlemmerne samtidig med , at de bliver i deres hjemlande , følger fælles uddannelser og optræning , og de kunne , hvis behovet skulle opstå , mobiliseres såvel på EU ' s territorium - som vi har set det ved denne storm og ved jordskælvet i Grækenland - som uden for Unionen , som det skete i Tyrkiet og i Syd- og Centralamerika efter tragiske begivenheder , som vi kender .",,,,,
2904,,"Det er i realiteten et spørgsmål om muligheden for at skabe en veritabel civil EU-beskyttelsesstyrke , der rejser sig .",,,,,
2905,,"Vi er meget langt herfra i dag , også selvom Det Europæiske Råd i Helsinki tog et skridt i denne retning , og Margot Wallströms tjenestegrene arbejder på at udvide rollen for "" interventions- og forskningsstyrken "" .",,,,,
2906,,"Det er klart , at Kommissionen for øjeblikket hverken har mandskabet eller de økonomiske midler til at kunne påtage sig at lede en sådan opgave , men vi mener , at det med Margot Wallström og under formanden Romano Prodis autoritet er en af de erfaringer , vi nu kan drage af denne række af katastrofer , naturlige eller ikke , og af de dramatiske konsekvenser .",,,,,
2907,,"Det vil , både hvad angår effektivitet og politisk gennemsigtighed , være symbolet på det koncept , vi har for Den Europæiske Union .",,,,,
2908,,"Jeg agter personligt at fremme denne idé i kollegiet som en af de erfaringer , vi kan drage af disse katastrofer .",,,,,
2909,,"Hr. formand , de sidste dage af 1999 blev fejet væk af en utroligt voldsom storm , der først og fremmest ramte Frankrig , men også Tyskland , Spanien , Storbritannien og Schweiz .",,,,,
2910,,"Der er ulykkeligvis tale om mere end 100 døde , heraf 88 i Frankrig .",,,,,
2911,,"De menneskelige skader er enorme , og ligeledes de materielle , offentlige forsyningstjenester og private ejendomme er blevet ødelagt eller alvorligt beskadiget .",,,,,
2912,,"Millioner af husstande er uden elektricitet , telefon og drikkevand .",,,,,
2913,,De økonomiske aktiviteter er standset .,,,,,
2914,,"Alene for Frankrig vurderer forsikringsselskaberne , at skaderne beløber sig til mellem 35 og 40 milliarder francs eller 5-6 milliarder euro .",,,,,
2915,,"Denne naturkatastrofe uden fortilfælde har mobiliseret samtlige disponible styrker og fremkaldt solidaritet , såvel inden for som uden for Fællesskabet .",,,,,
2916,,"Derfor vil jeg gerne sige tak til alle , der har ydet en stor indsats i redningsarbejdet , til lokalsamfundene og de offentlige virksomheder , overbebyrdede på grund af opgavens omfang .",,,,,
2917,,"En dybtfølt tak , der kommer fra hjertet , for denne værdifulde hjælp .",,,,,
2918,,"Nu , hvor vi er kommet os over chokket og har fået genetableret de vitale funktioner i vores lokalsamfund , spørger jeg mig selv , og jeg opfordrer Kommissionen og Rådet til at gøre det samme , om muligheden for på Fællesskabets budget at genoprette en post , der er forbeholdt nødhjælp , for at kunne imødegå sådanne hændelser .",,,,,
2919,,"Risici forbundet med klimatologiske ulykker bør ikke undervurderes , og over for konsekvenserne af sådanne katastrofer og den hurtige indgriben , de kræver , tror jeg , det ville være godt , hvis Fællesskabet på ny ville bevilge sådanne midler .",,,,,
2920,,"Denne nødhjælp , der eksisterede tidligere , bør kunne overskride de stramme regler , der gælder for strukturfondene .",,,,,
2921,,"Jeg er ligeledes enig i forslaget fra kommissær Barnier om gradvist at indsætte en civil EU-sikkerhedsstyrke , som han fremsatte allerede for nogle måneder siden , og som vi talte om , hr. kommissær , dengang jordskælvene var aktuelle .",,,,,
2922,,"Til det spørgsmål , jeg stillede , om det hensigtsmæssige i at genetablere en EU-nødhjælp , er det klart , at svaret naturligvis må være et ja .",,,,,
2923,,"Jeg vil dernæst tage fat på de enorme problemer i en sektor , der er specielt hårdt ramt af denne storm .",,,,,
2924,,"Det drejer sig om skovbrugssektoren , hvis aktiviteter er ekstremt hårdt skadet af de ødelæggelser , stormen har forårsaget på skovene .",,,,,
2925,,"Man må her være klar over , at skovene ikke blot er en landskabs- og miljøfaktor .",,,,,
2926,,"De udgør også en i visse regioner betydelig socioøkonomisk sektor , som man ikke skal se bort fra .",,,,,
2927,,I Frankrig er mere end 120 millioner kubikmeter træer slået ned af stormen .,,,,,
2928,,Dette udgør omkring tre års fuld høst for producenterne .,,,,,
2929,,Konsekvenserne er øjeblikkelige .,,,,,
2930,,Nogle skovbrugere har mistet alt .,,,,,
2931,,"Hele jordparceller er blevet ødelagt , hvilket om nogle uger vil give et problem med sikkerheden og kampen mod brandfaren .",,,,,
2932,,"Kurserne er allerede faldet på grund af den enorme mængde træ , der er til rådighed , og på grund af en mætning af markedet .",,,,,
2933,,"Infrastrukturerne vil lide under en usædvanlig strøm af lastvogne , trælosningsmaskiner og transport .",,,,,
2934,,"Under disse omstændigheder er det absolut nødvendigt at genetablere adgangen til parcellerne , sætte jordområderne i en god stand igen og iværksætte tekniske løsninger , der gør det muligt at administrere oplagringspladser samt at støtte træets kursværdi .",,,,,
2935,,På længere sigt må man med alle midler lette en genplantning af skovene .,,,,,
2936,,"Dette , hr. formand , var en række af de foranstaltninger , det vil være godt at tage , og jeg glæder mig over de anvisninger , kommissæren gav , samtidig med , at jeg ved , at ikke alt er støtteberettiget under mål 2 .",,,,,
2937,,"Médoc , hr. kommissær , er således ikke støtteberettiget , og jeg håber , at EUGFL i det foreliggende tilfælde kan indgå i stedet for mål 2 .",,,,,
2938,,"Hr. formand , hr. kommissær , kære kolleger , de ganske usædvanligt voldsomme storme , der har ramt forskellige europæiske regioner , bør ikke betragtes af Parlamentet som et enkeltstående fænomen , ganske vist dramatisk , men det forbliver exceptionelt .",,,,,
2939,,Disse storme og de deraf følgende konsekvenser udgør derimod en meget vigtig politisk begivenhed .,,,,,
2940,,Hvorfor det ?,,,,,
2941,,Hvorfor er dette ikke et helt enestående tilfælde ?,,,,,
2942,,"Først og fremmest fordi man i dag ved , at forekomsten af sådanne klimatiske fænomener aldrig er fuldstændigt uforudsigelige .",,,,,
2943,,"Man ved i dag , at sådanne fænomener ofte er knyttet til klimatiske ændringer og fænomener , der har at gøre med drivhuseffekten , og det er grunden til , at vores medborgere nu forventer , at EU udvikler en overordnet strategi af undersøgelser og forudsigelser .",,,,,
2944,,"Men det , der herudover står på spil , og det , der gør , at jeg siger , det for os er et politisk fænomen af helt usædvanlig rækkevidde , er EU ' s mulighed for nu at være det , den foregiver at være : et EU , der er tæt på borgerne .",,,,,
2945,,"Det betyder selvfølgelig , at vi i dag skal sende et kraftigt solidaritetssignal til alle dem , der er berørt af stormen , til de familier , der har mistet en af deres nære - jeg minder om , at vi beklager de mindst 90 personer , der er døde under denne storm - til håndværkere , der har mistet deres arbejdsredskaber , til landbrugere , der på få sekunder har set års arbejde forsvinde og til alle dem , der har fejret overgangen til det 21. århundrede i kulde og i stearinlysets skær .",,,,,
2946,,"Jeg glæder mig i den forbindelse over det arbejde , der er blevet udført i de seneste dage på dette område mellem de forskellige politiske grupper for at nå frem til en fælles løsning , som jeg håber vil blive vedtaget i morgen .",,,,,
2947,,"Men denne solidaritet bør helt klart ud over ordene konkret blive omsat i en betydelig økonomisk mobilisering , der vil gøre det muligt at genrejse de katastroferamte økonomiske strukturer og de ødelagte kommunikationsnetværk samt ganske simpelt give befolkningen muligheden for at kunne leve livet igen under anstændige vilkår .",,,,,
2948,,"Jeg har allerede forstået , at en del af de katastroferamte områder er støtteberettigede under EU ' s strukturfonde , og at der vil blive ydet en maksimal indsats for at mobilisere disse midler så hurtigt som muligt .",,,,,
2949,,"Men tillad mig at sige , at dette ikke er tilstrækkeligt .",,,,,
2950,,"Det er det ikke , fordi en genanvendelse af disse bevillinger med en konstant budgetramme udelukkende med henblik på reparation af skaderne vil straffe investerings- og udviklingsprojekter , som har været planlagt gennem lang tid .",,,,,
2951,,Og denne løsning forekommer mig især uacceptabel i forhold til vores politiske ansvarlighed i EU set med den offentlige opinions øjne .,,,,,
2952,,"Vores medborgere forstår ikke , hvorfor EU helt exceptionelt i nødstilfælde er i stand til at frigøre betydelige støttemidler til at hjælpe tredjelande , der er ofre for naturkatastrofer , selvom denne hjælp er fuldt ud legitim .",,,,,
2953,,"Hvis vi derfor vil sørge for , at vores medborgere ikke opfatter EU som en maskine , der producerer komplekse og pedantiske regler , må vi ændre dette .",,,,,
2954,,"Vi bør udtænke en ny budgetbestemmelse , der gør det muligt med tiden som nødhjælp at mobilisere tilstrækkelige midler , og set i lyset af den store administrative og menneskelige mobilisering , som vi har oplevet med teknikere , der kom fra hele Europa , bør vi reelt fremme oprettelsen af et civilt eurosikkerhedskorps .",,,,,
2955,,"Det er i dårlige tider , man bliver klar over , hvem der står en nær , og at man værdsætter deres solidaritet , og jeg tror , at dette er prisen for at kunne gennemføre et EU for borgerne .",,,,,
2956,,"Hr. kommissær , jeg vil gerne takke Dem for Deres udtalelser , især de helt konkrete forslag angående de katastroferamte , der har enorme forventninger til , hvordan vi fra Den Europæiske Union kan hjælpe dem .",,,,,
2957,,"Jeg har personligt i de første dage efter denne frygtelige storm sendt Dem et brev for at bede Dem om at støtte de franske myndigheder i en nyjustering af randområderne inden for mål 2 , sådan at alle de områder , der er ødelagt af stormen , såvel i Frankrig som andre steder , kan modtage støtte fra mål 2 .",,,,,
2958,,"Jeg tror , at dette er sket , fordi De ikke har nævnt dette punkt .",,,,,
2959,,"Vi ved alle , at alt , hvad der ikke ligger inden for mål 2 ' s anvendelsesområde , vil få alle mulige vanskeligheder med at opnå støtte .",,,,,
2960,,Det er derfor bedre straks at løse dette problem .,,,,,
2961,,"De ved ligeledes , at det ikke kun er et problem på kort , men også på mellemlangt og langt sigt .",,,,,
2962,,Det vil jeg gerne forklare nærmere .,,,,,
2963,,"Jeg befandt mig i Lorraine under denne frygtelige storm , der ødelagde ca .",,,,,
2964,,20 % af løvskovene .,,,,,
2965,,"For visse kommuner , hvor disse skove er 20 % ødelagte , udgør dette et enormt tab .",,,,,
2966,,"Vi ved f.eks. , at det tager 150-200 år , før et træ er modent .",,,,,
2967,,"Det tab , disse kommuner kommer til at lide , vil således ikke strække sig over et , to eller fem år , men over mange flere .",,,,,
2968,,"De berørte kommuner vurderer , at tabet vil kunne mærkes gennem 40 år .",,,,,
2969,,"Jeg mener derfor , at det virkelig vil være meget vanskeligt at opveje tabene set som indtægter til disse landkommuner gennem tilskud .",,,,,
2970,,"Jeg tror , dette er et aspekt , vi må skrive os bag øret , for ikke at glemme det på vores forskellige politiske områder .",,,,,
2971,,"Det er rigtigt , at problemet i træsektoren er uhyre komplekst .",,,,,
2972,,De talte jo om at frigøre midler til oplagring af træ for at undgå en forringelse af værdien .,,,,,
2973,,"På den anden side vil de kommuner , der ikke har været berørt af stormen , ligeledes blive ramt , idet det nationale kontor for skovbrug har besluttet at annullere al skovhugst gennem fire år .",,,,,
2974,,"De kommuner , der ikke har lidt tab , vil således alligevel få formindsket deres indtægter .",,,,,
2975,,"Alt dette for at fortælle Dem , at problemet er utroligt komplekst , og jeg vil gerne endnu en gang takke Kommissionen for i så høj grad som muligt at have fremskyndet analysen af denne situation .",,,,,
2976,,"Jeg vil også gerne gøre Dem opmærksom på , at der - naturligvis - er tale om en økonomisk katastrofe , men at de virkelige økologiske katastrofer først kommer senere .",,,,,
2977,,"De sagde selv , hr. kommissær , at disse katastrofer , disse storme ikke altid er naturlige , og vi anser dem for at være de første tegn på klimatiske ændringer .",,,,,
2978,,Vi må altså revurdere vores politik for at integrere disse oplysninger .,,,,,
2979,,"Hr. formand , hr. kommissær , Frankrig er endnu i chok efter denne frygtelige katastrofe , der har krævet i snesevis af menneskeliv .",,,,,
2980,,"Ingen sektor er blevet sparet : infrastrukturer for veje , lufttrafik , jernbaner , havne , el- og telefonnet , boliger , skoler og historiske monumenter , og vi skal selvfølgelig ikke glemme land- og skovbruget , der i mange regioner er blevet ødelagt .",,,,,
2981,,"Selvom befolkningen har været traumatiseret dér , hvor skaderne har været størst , er der ingen der har overgivet sig til skæbnen .",,,,,
2982,,Lige fra de første dage og endnu i dag har der udviklet sig en formidabel solidarisk og gavmild kraft .,,,,,
2983,,"De folkevalgte , kommunalt ansatte , borgere fra Frankrig og fra hele Europa har mobiliseret sig for at yde deres hjælp .",,,,,
2984,,"Jeg vil gerne rette en særlig tak til de ansatte ved de offentlige forsyningstjenester , der uden nogen betaling har ofret sig udelukkende for at hjælpe de katastroferamte og genoprette normale livsvilkår , hvad angår elektricitet , transport , telefon og forsyninger .",,,,,
2985,,"I denne krævende situation har de offentlige tjenester bevist deres effektivitet , og de vil blive husket af alle som et uundværligt element i vores sociale liv .",,,,,
2986,,"Jeg tror , at dette giver stof til eftertanke , især med henblik på at standse den opblødning af regler og privatisering , der foregår for øjeblikket .",,,,,
2987,,"Det er naturligvis også nødvendigt at fortsætte med at forbinde sårene , at forberede genopbygningen og genopretningen samtidig med , at vi drager alle relevante konsekvenser af denne exceptionelle katastrofe .",,,,,
2988,,"Jeg hørte udmærket kommissær Barnier , og jeg sætter reelt pris på forslagene , men personligt vil jeg ikke modsætte mig nødhjælp .",,,,,
2989,,"Tværtimod forekommer det mig , at situationen med den erfaring , vi nu har , gør det forslag relevant , som min gruppe har fremsat om at genoprette en budgetpost , der specielt omhandler naturkatastrofer i Unionen .",,,,,
2990,,"Det vil helt sikkert også være passende at forøge strukturfondene til fordel for genopretning af katastroferamte regioner , især de bevillinger , der er afsat til udvikling af landdistrikterne , til foranstaltninger for landbrugets fødevarer og til skovbruget .",,,,,
2991,,Jeg har taget forslagene angående mål 2 til efterretning .,,,,,
2992,,"Endelig har man med styrke fremført den antagelse , at denne type katastrofer hænger sammen med klimaændringer , der skyldes konsekvenser af menneskelige aktiviteters indvirkning på miljøet .",,,,,
2993,,"Skulle denne teori blive bekræftet , vil det også være passende , at Unionen yder en langt større indsats for , at dens forpligtelser indgået på kyotokonferencen bliver overholdt , og at den prioriterer en bevarelse af planeten frem for rentabilitetens tøjlesløse kurs .",,,,,
2994,,"Hr. formand , alle , der er ankommet i bil , tog eller fly , har kunnet konstatere omfanget af de skader , der navnlig er sket i Frankrig som følge af de utroligt voldsomme orkaner , som ramte Europa i slutningen af sidste måned .",,,,,
2995,,Hvad kan medlemmerne af Europa-Parlamentet stille op over for en katastrofe af et sådant omfang ?,,,,,
2996,,"Først og fremmest vil jeg rose mine borgmesterkolleger - de lokale folkevalgte - der i hverdagen har måttet berolige befolkningen , organisere solidariteten og samarbejde med de offentlige tjenester .",,,,,
2997,,De har gjort sig fortjent til deres medborgeres tillid .,,,,,
2998,,"Dernæst vil jeg takke redningstjenesterne og militæret i medlemsstaterne , som med et eksemplarisk internationalt samarbejde kom deres franske kolleger til hjælp .",,,,,
2999,,"Desuden undrer jeg mig over den paradoksale situation , som vi befinder os i , hvad angår nødhjælp .",,,,,
3000,,"Hvis denne katastrofe havde fundet sted i Guatemala eller Tyrkiet , ville vi straks kunne anvende fællesskabsbudgettet og komme ofrene til hjælp , men det er umuligt , når det drejer sig om vores egne lande , fordi der ikke findes en dækkende budgetpost .",,,,,
3001,,"Vi vil ligeledes bede Kommissionen om ikke at håndhæve de fælles konkurrenceregler så strengt , at den forhindrer lokalsamfundene og staterne i at hjælpe de virksomheder , der har lidt skade som følge af katastrofen .",,,,,
3002,,"Her tænker jeg især på fiskerivirksomhederne og skaldyrsopdrætterne , der er særlig hårdt ramt .",,,,,
3003,,"Det er nødvendigt , som De har sagt , hr. kommissær , at der ydes godtgørelser for disse tvungne aktivitetsstop , og at der i medfør af FIUF kan ydes støtte til omkostningerne i forbindelse med udbedringen .",,,,,
3004,,"Derudover mener jeg ikke , at en systematisk anvendelse af de flerårige udviklingsprogrammer er relevant længere med hensyn til de ramte kystregioner .",,,,,
3005,,"Jeg anmoder altså Kommissionen om at opgive dette og i stedet hjælpe de erhvervsdrivende inden for fiskerisektoren til at foretage de nye investeringer , der er så nødvendige .",,,,,
3006,,"Hr. formand , kære kolleger , det uvejr , der hærgede Frankrig natten mellem den 26. og 27. december , kostede , som det allerede er blevet nævnt , 90 mennesker livet , og skaderne beløber sig til 75 milliarder francs eller 11 milliarder euro .",,,,,
3007,,"Næsten tre uger efter er adskillige tusinde mennesker fortsat uden elektricitet eller telefon , 500.000 hektar skov og 100 millioner kubikmeter træ er ødelagt .",,,,,
